bkID,Title,Maintext,coding,filsts,updated_by
50352,"Travel industry economics","<001>Travel industry economics\u001e<002>Ashok Purohit [Editor]\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>Purohit, Ashok [Editor].\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publications\u001e<0011>2022\u001e<0012>\u001e<0013>viii, 300 pages.\u001e<0014>Illustrations\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789352697533\u001e<0020>Tourism.;Tourism industry--Economics.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 P975 2022\u001e<0026>MLIB00024803\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30998\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030998.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50353,"Catering hospitality industry and tourism management","<001>Catering hospitality industry and tourism management\u001e<002>B.R. Sharma\u001e<003>\u001e<004>Sharma, B.R.\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publications\u001e<0011>2023\u001e<0012>\u001e<0013>viii, 298 pages.\u001e<0014>Illustrations.\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789352690343\u001e<0020>Hospitality industry.;Tourism--Management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 Sh233 2023\u001e<0026>MLIB00024768\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30996\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030996.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50354,"Automation in tourism industry and hotel management","<001>Automation in tourism industry and hotel management\u001e<002>Yaduraj Choudhary\u001e<003>\u001e<004>Choudhary, Yaduraj\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publications\u001e<0011>2023\u001e<0012>\u001e<0013>viii, 304 pages.\u001e<0014>Illustrations and figures.\u001e<0015>25 cm\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789352690275\u001e<0020>Tourism.;Hotel management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 C4578 2023\u001e<0026>MLIB00024837\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30982\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030982.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50356,"Geography and international tourism","<001>Geography and international tourism\u001e<002>Rama Kant Rajput [Editor]\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>Rajput, Rama Kant [Editor].\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publications\u001e<0011>2023\u001e<0012>\u001e<0013>viii, 292 pages.\u001e<0014>Illustrations, figures and tables.\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789352692941\u001e<0020>Tourism.;Geography.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 R1376 2023\u001e<0026>MLIB00024834\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30991\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030991.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50357,"Macro perspectives of tourism and hospitality","<001>Macro perspectives of tourism and hospitality\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, USA\u001e<0010>3G E-Learning\u001e<0011>2022\u001e<0012>Second edition.\u001e<0013>xiii, 448 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984659521\u001e<0020>Hospitality industry.;Tourism.;Hospitality industry--Management.;Tourism management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 M247 2022\u001e<0026>MLIB00024863\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31004\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031004.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50375,"Festival and special event management","<001>Festival and special event management\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, USA\u001e<0010>3G E-Learning\u001e<0011>2023\u001e<0012>\u001e<0013>xii, 311 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984679314\u001e<0020>Special events--Management.;Festivals--Management.;Special events--Planning.;Culture and tourism.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>394.260 F4291 2023\u001e<0026>MLIB00024869\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30983\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030983.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50376,"Tourism, transport and travel management","<001>Tourism, transport and travel management\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, USA\u001e<0010>3G E-Learning\u001e<0011>2023\u001e<0012>Second edition.\u001e<0013>xii, 434 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984679574\u001e<0020>Tourism.;Transport.;Travel management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 T6454 2023\u001e<0026>MLIB00024804\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31002\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031002.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50377,"Resorts: management and operations","<001>Resorts: management and operations\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, USA\u001e<0010>3G E-Learning\u001e<0011>2023\u001e<0012>\u001e<0013>xiv, 315 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984679321\u001e<0020>Resorts--Management.;Resorts--Operations.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>647.940 R3122 2023\u001e<0026>MLIB00024769\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30994\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030994.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50383,"Startup guide: event planning","<001>Startup guide: event planning\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, USA\u001e<0010>3G E-Learning\u001e<0011>2023\u001e<0012>Second edition.\u001e<0013>ix, 317 pages.\u001e<0014>Illustrations, figures, graphs and tables (colored).\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984679413\u001e<0020>Public relations.;Special events--Planning.;Special events--Management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>659.2 St289 2023\u001e<0026>MLIB00024756\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30993\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030993.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50384,"Hygiene, safety and first aid in hospitality","<001>Hygiene, safety and first aid in hospitality\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, USA\u001e<0010>3G E-Learning\u001e<0011>2023\u001e<0012>\u001e<0013>x, 259 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>25 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes references, glossary and index.\u001e<0019>9781984678966\u001e<0020>Hospitality industry.;First aide.;Hygiene.;Safety.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 H996 2023\u001e<0026>MLIB00024824\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31005\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031005.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50385,"Leisure and recreation management","<001>Leisure and recreation management\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, USA\u001e<0010>3G E-Learning\u001e<0011>2023\u001e<0012>Second edition.\u001e<0013>xii, 395 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984679543\u001e<0020>Recreation management.;Leisure.;Recreation.;Leisure management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>790.069 L5354 2023\u001e<0026>MLIB00024857\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30987\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030987.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50386,"Customer care, service & hospitality ethics","<001>Customer care, service & hospitality ethics\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, USA\u001e<0010>3G E-Learning\u001e<0011>2023\u001e<0012>\u001e<0013>xiv, 395 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984679147\u001e<0020>Hospitality.;Customer care.;Service.;Hospitality ethics.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 C969 2023\u001e<0026>MLIB00024754\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30997\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>Customer care, service and hospitality ethics\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030997.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50387,"Hospitality e-marketing","<001>Hospitality e-marketing\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, USA\u001e<0010>3G E-Learning\u001e<0011>2023\u001e<0012>Third edition.\u001e<0013>xii, 337 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984679802\u001e<0020>Internet marketing.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>384.550 H7947 2023\u001e<0026>MLIB00024813\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30986\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030986.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50388,"Customer service in travel & tourism","<001>Customer service in travel & tourism\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, USA\u001e<0010>3G E-Learning\u001e<0011>2022\u001e<0012>Second edition.\u001e<0013>xvi, 464 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984659514\u001e<0020>Tourism--Study and teaching (Higher).;Tourism.;Travel.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 C969 2022\u001e<0026>MLIB00024773\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31001\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>Customer service in travel and tourism\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031001.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50389,"Planning and development of tourism and hospitality","<001>Planning and development of tourism and hospitality\u001e<002>Narinder Chaudhuri\u001e<003>\u001e<004>Chaudhuri, Narinder\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publications\u001e<0011>2023\u001e<0012>\u001e<0013>viii, 287 pages.\u001e<0014>Illustrations\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789352690787\u001e<0020>Tourism--Planning.;Hospitality industry--Management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 C3936 2023\u001e<0026>MLIB00024901\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30980\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030980.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50390,"World tourism after Covid-19","<001>World tourism after Covid-19\u001e<002>Chander Pal Jandu [Editor]\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>Jandu, Chander Pal [Editor]\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publications LLP\u001e<0011>2023\u001e<0012>\u001e<0013>viii, 282 pages.\u001e<0014>Includes figures, maps and tables.\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789390780983\u001e<0020>Tourism.;Tourism--Social aspects.;Tourism--Environmental aspects.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 J252 2023\u001e<0026>MLIB00024807\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30984\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030984.jpg\u001e","GC-HRM","","geo"
50391,"Management of tourism and hospitality industry","<001>Management of tourism and hospitality industry\u001e<002>B.R. Sharma\u001e<003>\u001e<004>Sharma, B.R.\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publications\u001e<0011>2023\u001e<0012>\u001e<0013>vii, 289 pages.\u001e<0014>Includes figures and tables.\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789352690725\u001e<0020>Tourism industry--Management.;Hospitality industry--Management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 Sh233 2023\u001e<0026>MLIB00024856\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31007\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031007.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50392,"Emerging innovative marketing strategies in the tourism industry","<001>Emerging innovative marketing strategies in the tourism industry\u001e<002>Siddharth Bedi [Editor]\u001e<003>\u001e<004>Bedi, Siddharth [Editor]\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publications LLP\u001e<0011>2023\u001e<0012>\u001e<0013>viii, 358 pages.\u001e<0014>Includes figures and tables\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789390780860\u001e<0020>Tourism marketing.;Tourism.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>910.688 B3908 2023\u001e<0026>MLIB00024780\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30985\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030985.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50393,"Key concepts in hotel management","<001>Key concepts in hotel management\u001e<002>Jennifer Raga\u001e<003>\u001e<004>Raga, Jennifer\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Ontario, Canada\u001e<0010>Society Publishing\u001e<0011>2023\u001e<0012>\u001e<0013>xi, 282 pages.\u001e<0014>Illustration (some colored)\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9781774693919\u001e<0020>Hotel management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>647 R1261 2023\u001e<0026>MLIB00024826\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31006\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031006.jpg\u001e","GC-HRM","","geo"
50394,"Key concepts in tourism","<001>Key concepts in tourism\u001e<002>Jennifer Raga\u001e<003>\u001e<004>Raga, Jennifer\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Ontario, Canada\u001e<0010>Society Publishing\u001e<0011>2023\u001e<0012>\u001e<0013>xviii, 329 pages.\u001e<0014>Illustration (some colored)\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9781774693926\u001e<0020>Tourism.;Tourism--Environmental aspects.;Community development.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 R1261 2023\u001e<0026>MLIB00024825\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>30981\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00030981.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50395,"The past, present and future of hospitality: perspectives on the industry","<001>The past, present and future of hospitality: perspectives on the industry\u001e<002>Merly Fiscal Arjona\u001e<003>\u001e<004>Arjona, Merly Fiscal\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Ontario, Canada\u001e<0010>Society Publishing\u001e<0011>2022\u001e<0012>\u001e<0013>xxii, 230 pages.\u001e<0014>Illustration (some colored)\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781774690536\u001e<0020>Tourism.;Hospitality industry.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>338.479 Ar479 2022\u001e<0026>MLIB00024752\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31000\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031000.jpg\u001e","GC-HRM","","geo"
50396,"Community based tourism management","<001>Community based tourism management\u001e<002>Sophea Tieng\u001e<003>\u001e<004>Tieng, Sophea\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Ontario, Canada\u001e<0010>Society Publishing\u001e<0011>2022\u001e<0012>\u001e<0013>xxii, pages.\u001e<0014>Illustration (some colored)\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9781774691700\u001e<0020>Tourism--Management.;Sustainable tourism.;Community development--Economic aspects.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>910.68 T4439 2022\u001e<0026>MLIB00024747\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31003\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031003.jpg\u001e<0044>\u001e","GC-HRM","","geo"
50403,"Agricultural markets in a transitioning economy: an Albanian case study","<001>Agricultural markets in a transitioning economy: an Albanian case study\u001e<002>Catherine Chan-Halbrendt and Jean Fantle-Lepczyk [Editors]\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>Halbrendt, Catherine Chan- [Editor].;Lepczyk, Jean Fantle- [Editor].\u001e<008>\u001e<009>Oxfordshire, UK : Massachusetts, USA\u001e<0010>CAB International\u001e<0011>2013\u001e<0012>\u001e<0013>xii, 266 pages.\u001e<0014>Illustrations, figures, graphs and tables.\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781780641003\u001e<0020>Agriculture--Economic aspects--Albania--Case studies.;Post communism--Albania--Case studies.;Albania--Economic policy--Case studies.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>381.41094965 A2781 2013\u001e<0026>MLIB00031150\u001e<0027>English\u001e<0028>Agri-Science Section\u001e<0029>31150\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Twenty years of transition in Central and Eastern Europe: an overview / Nancy Cochrane and Kristaq Jorgji\r\nAgriculture and land reform in Albania / Edvin Zhllima and Fatmir Guri\r\nAgricultural extension in transition / Halina M. Zaleski\r\nAlbania`s agricultural industry / Brinton Foy Reed and Engjell Skreli\r\nAgricultural production and the food processing industry in Albania / Ilir Kapaj, Remzi Keco, and Ana Kapaj\r\nDistributions and markets in Albania / Ana Kapaj, Drini Imami, and Bahri Musabelliu\r\nQuality assurance and food safety in Albania / Luciano Leonetti, Ilir Kapaj, and Florian Xhafa\r\nConsumer preferences for selected agricultural products in Albania / Drini Imami, Edvin Zhllima, and Catherine Chan-Halbrendt\r\nTrade in Albania / Engjell Skreli and Alex McCalla\r\nAlbania`s agriculture sector: trends and projections / Luciano Leonetti\r\nThe effects of EU integration on a transitioning economy / Birgit Schaefer, Roland Cela, and Shkelzen Marku\r\nAlbanian research and extension services in transition / Edvin Zhllima [and others]\u001e<0034>Agricultural Markets in a Transitioning Economy: An Albanian Case Study throws light on the future of agriculture in transitioning economies, in particular making a case for the important role of ongoing education.\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031150.jpg\u001e<0044>\u001e","GC-AGR","","geo"
